world_data =[
[4, 4, 4, 4, 4, 4, 4, 4, 4 ,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4],
[4, 0, 0, 0, 0, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 0, 0, 0, 0, 0, 0, 0, 0 ,7, 0, 0, 7, 0, 0, 7, 7, 7, 8, 4],
[4, 0, 0, 0, 0, 0, 0, 0, 0 ,3, 0, 0, 3, 0, 0, 2, 0, 0, 0, 4],
[4, 0, 0, 0, 7, 7, 5, 7, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 7, 0, 0, 2, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 3, 0, 0, 0, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 0, 7, 0, 0, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 0, 3, 0, 0, 0, 0, 7, 7 ,5, 7, 6, 7, 7, 6, 0, 0, 0, 0, 4],
[4, 0, 0, 0, 7, 0, 0, 2, 0 ,0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 0, 0, 0, 3, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 0, 0, 0, 0, 0, 7, 0, 0 ,7, 0, 0, 7, 0, 0, 7, 0, 0, 0, 4],
[4, 0, 0, 0, 0, 0, 3, 0, 0 ,3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 4],
[4, 0, 0, 0, 0, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4],
[4, 0, 0, 0, 0, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4],
[4, 0, 0, 0, 0, 0, 7, 7, 7 ,7, 0, 0, 7, 7, 5, 7, 0, 0, 0, 4],
[4, 0, 0, 0, 0, 0, 2, 0, 0 ,0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4],
[4, 0, 0, 0, 0, 0, 0, 0, 0 ,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4],
[4, 1, 0, 0, 0, 6, 6, 6, 6 ,6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4],
[4, 4, 4, 4, 4, 4, 4, 4, 4 ,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4],
]
